ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
272,1 -2 months,DWC,Recurrent,120,81.81,236.18,21965,0.7252,HDM,NO,HDZ,NO
273,More than 12 months,DWC,Recurrent,18,13.47,193.96,2931,0.533,HDM,NO,HDZ,YES
274,3 - 6 months,DWC,Recurrent,124,85.54,239.03,24605,0.6757,LDM,NO,HDZ,NO
275,1 -2 months,DWC,New,4,1.84,354.73,1039,0.9463,HDM,NO,HDZ,YES
276,1 -2 months,DWC,New,7,12.9,298.32,2006,0.3363,HDM,NO,LDZ,YES
277,1 -2 months,DWC,Recurrent,1,0.48,82.54,79,0.5192,HDM,NO,HDZ,YES
278,1 -2 months,DWC,New,4,4.55,148.17,567,0.3599,HDM,NO,HDZ,YES
279,More than 12 months,DWC,Recurrent,102,50.81,279.88,20964,0.7628,HDM,YES,HDZ,NO
280,1 -2 months,DWOC,Recurrent,325,188.22,247.67,60736,0.7543,HDM,YES,HDZ,YES
281,3 - 6 months,DWC,Recurrent,177,121.84,387.94,51579,0.7346,HDM,YES,HDZ,NO
282,1 -2 months,DWC,New,1,1.8,135.19,97,0.1556,HDM,NO,HDZ,YES
283,3 - 6 months,DWC,Reactivated,7,3.63,291,1601,0.8762,HDM,NO,HDZ,NO
284,1 -2 months,DWC,New,2,1.9,106.79,153,0.2131,LDM,NO,HDZ,NO
285,3 - 6 months,DWC,Recurrent,203,140.94,228.02,36189,0.6335,HDM,NO,HDZ,NO
286,More than 12 months,DWOC,Recurrent,69,61.89,323.43,16655,0.548,LDM,YES,HDZ,NO
287,More than 12 months,DWC,Recurrent,58,28.1,226.07,9530,0.8273,HDM,YES,HDZ,NO
288,1 -2 months,DWC,Recurrent,169,110.3,303.95,38437,0.7493,HDM,YES,HDZ,NO
289,7-12 months,DWOC,Recurrent,265,189.8,314.78,63002,0.6415,HDM,YES,HDZ,NO
290,More than 12 months,DWC,Recurrent,304,207.92,353.75,79264,0.7746,HDM,YES,HDZ,NO
291,1 -2 months,DWC,New,3,3.04,91.12,262,0.2445,HDM,NO,HDZ,YES
292,1 -2 months,DWC,New,9,11.06,101.7,876,0.3246,HDM,NO,LDZ,NO
293,1 -2 months,DWOC,New,3,3,233.84,504,0.4837,HDM,NO,HDZ,YES
294,More than 12 months,DWC,Recurrent,146,102.59,276.11,31201,0.7011,HDM,YES,HDZ,NO
295,3 - 6 months,DWC,Recurrent,24,14.57,286.47,4934,0.7621,HDM,NO,HDZ,NO
296,3 - 6 months,DWC,Recurrent,1,1.01,86.5,83,0.1562,LDM,NO,LDZ,YES
297,1 -2 months,DWC,New,5,4.95,170.97,818,0.3697,LDM,NO,HDZ,YES
298,7-12 months,DWC,Recurrent,214,119.8,272.32,42530,0.7287,HDM,YES,HDZ,NO
299,3 - 6 months,DWC,Recurrent,9,7.61,412.74,3270,0.804,HDM,YES,HDZ,YES
300,1 -2 months,DWC,New,27,19.53,171.89,3791,0.5969,HDM,NO,HDZ,YES
301,1 -2 months,DWC,New,6,5.92,136.47,782,0.4341,HDM,NO,LDZ,NO
302,3 - 6 months,DWC,Recurrent,222,123.3,235.67,40108,0.7643,HDM,NO,HDZ,NO
303,More than 12 months,DWC,Recurrent,213,225.92,400,64677,0.4968,HDM,YES,HDZ,NO
304,7-12 months,DWC,Recurrent,200,133.57,288.02,42832,0.6508,HDM,YES,HDZ,NO
305,1 -2 months,DWOC,New,112,72.75,264.78,21944,0.7197,HDM,YES,HDZ,NO
306,7-12 months,DWC,Recurrent,72,49.96,268.62,15219,0.7407,HDM,NO,HDZ,NO
307,7-12 months,DWC,Recurrent,98,68.37,272.63,20600,0.698,HDM,NO,HDZ,NO
308,1 -2 months,DWC,Recurrent,19,26.74,188.03,3422,0.2607,HDM,NO,HDZ,YES
309,1 -2 months,DWC,New,95,78.08,195.09,16694,0.5989,HDM,NO,HDZ,NO
310,3 - 6 months,DWC,Recurrent,245,134.05,267.91,49393,0.7689,HDM,NO,HDZ,NO
311,More than 12 months,DWC,Recurrent,194,113.86,274.11,40719,0.7208,HDM,YES,HDZ,NO
312,3 - 6 months,DWC,Recurrent,86,53.5,251.43,15661,0.7897,HDM,YES,HDZ,NO
313,1 -2 months,DWC,New,102,80.6,171.85,16859,0.549,HDM,NO,LDZ,NO
314,3 - 6 months,DWOC,Recurrent,110,66.41,311.5,25281,0.7103,LDM,YES,HDZ,NO
315,More than 12 months,DWC,Recurrent,237,139.11,295.86,52734,0.7407,LDM,YES,HDZ,NO
316,More than 12 months,DWC,Recurrent,57,43.35,373.3,15815,0.8013,HDM,YES,HDZ,NO
317,7-12 months,DWC,Recurrent,20,15.14,272.49,4481,0.7412,HDM,YES,HDZ,YES
318,1 -2 months,DWC,New,12,29.96,174.04,2003,0.1481,LDM,NO,HDZ,NO
319,More than 12 months,DWC,Recurrent,154,95.91,274.09,31716,0.7931,HDM,YES,HDZ,NO
320,1 -2 months,DWC,Recurrent,1,2.26,309.1,224,0.2868,HDM,NO,HDZ,YES
321,1 -2 months,DWOC,Recurrent,189,121.37,241.88,34176,0.7275,HDM,NO,HDZ,NO
322,1 -2 months,DWC,Recurrent,10,6.89,186.5,1562,0.53,HDM,NO,HDZ,NO
323,More than 12 months,DWC,Recurrent,162,78.32,238.55,28302,0.773,HDM,NO,HDZ,NO
324,3 - 6 months,DWC,Recurrent,57,46.43,370.58,17641,0.7319,HDM,NO,HDZ,NO
325,More than 12 months,DWOC,Recurrent,156,125.07,262.42,31574,0.7342,HDM,YES,HDZ,YES
326,More than 12 months,DWC,Reactivated,1,0.64,85.43,82,0.5779,HDM,NO,HDZ,YES
327,3 - 6 months,DWC,Recurrent,50,33.89,266.1,9808,0.6455,HDM,YES,HDZ,NO
328,1 -2 months,DWC,New,341,202.24,259.72,64720,0.7328,HDM,NO,HDZ,NO
329,3 - 6 months,DWC,Recurrent,216,193.83,365.12,60747,0.6779,HDM,YES,HDZ,NO
330,3 - 6 months,DWC,Reactivated,12,13.41,256.61,2712,0.5378,HDM,NO,LDZ,NO
331,7-12 months,DWC,Recurrent,380,234.83,265.21,76974,0.6862,HDM,NO,HDZ,NO
332,1 -2 months,DWOC,New,60,84.23,234.81,11598,0.3443,HDM,NO,LDZ,YES
333,More than 12 months,DWC,Recurrent,182,140.13,314.69,43827,0.7607,HDM,YES,HDZ,NO
334,3 - 6 months,DWC,Recurrent,63,65.66,213.03,12339,0.408,HDM,NO,LDZ,NO
335,1 -2 months,DWC,New,12,8.44,237.27,2284,0.611,HDM,NO,HDZ,NO
336,1 -2 months,DWC,New,1,0.35,104.5,75,0.7818,LDM,NO,HDZ,YES
337,More than 12 months,DWC,Recurrent,52,27.69,236.85,9522,0.7464,HDM,NO,HDZ,NO
338,3 - 6 months,DWC,Recurrent,22,13.94,206.51,3465,0.7132,HDM,NO,HDZ,NO
339,7-12 months,DWC,Recurrent,161,112.8,227.2,26878,0.6826,HDM,NO,HDZ,NO
340,3 - 6 months,DWC,Recurrent,203,163.06,294.1,48333,0.654,HDM,NO,HDZ,NO
341,7-12 months,DWC,Recurrent,188,112.65,260.28,35681,0.8553,HDM,YES,HDZ,NO
342,3 - 6 months,DWC,Recurrent,100,107.5,191.38,16192,0.3726,HDM,NO,HDZ,YES
343,More than 12 months,DWC,Recurrent,293,177.7,281.81,61993,0.7615,HDM,YES,HDZ,NO
344,7-12 months,DWC,Recurrent,192,104.63,240.29,35149,0.7791,HDM,NO,HDZ,NO
345,7-12 months,DWC,Recurrent,101,71.99,266.6,21162,0.6945,HDM,NO,HDZ,NO
346,3 - 6 months,DWC,Recurrent,9,5.71,179.95,1555,0.6848,HDM,NO,HDZ,NO
347,7-12 months,DWOC,Recurrent,458,276.22,289.91,98705,0.7886,HDM,YES,HDZ,NO
348,1 -2 months,DWC,Recurrent,3,2.38,174.4,429,0.4471,HDM,NO,HDZ,NO
349,1 -2 months,DWOC,New,140,83.95,275.74,28466,0.6507,LDM,YES,HDZ,NO
350,3 - 6 months,DWC,Reactivated,16,13.34,227.23,3443,0.4967,LDM,NO,LDZ,YES
351,7-12 months,DWC,Recurrent,43,29.98,300.4,9708,0.6775,HDM,YES,HDZ,NO
352,7-12 months,DWC,Recurrent,154,125.39,323.57,39485,0.6722,HDM,YES,HDZ,NO
353,More than 12 months,DWC,Recurrent,22,91.8,412.59,7623,0.4177,LDM,YES,HDZ,NO
354,3 - 6 months,DWOC,Recurrent,62,123.15,558.86,25890,0.3543,HDM,NO,HDZ,NO
355,1 -2 months,DWC,New,37,27.07,157.41,5498,0.5869,HDM,YES,HDZ,NO
356,3 - 6 months,DWOC,Recurrent,310,150.83,227.07,51598,0.6171,LDM,NO,HDZ,NO
357,7-12 months,DWC,Recurrent,201,110.82,311.27,45573,0.7334,HDM,YES,HDZ,NO
358,More than 12 months,DWC,Recurrent,143,86.8,231.23,26496,0.7451,HDM,YES,HDZ,NO
359,3 - 6 months,DWC,Recurrent,5,2.28,172.4,777,0.8358,HDM,NO,LDZ,NO
360,7-12 months,DWC,Recurrent,22,13.94,188.86,3302,0.5914,LDM,NO,HDZ,YES
361,1 -2 months,DWC,Recurrent,32,28.57,179.27,5416,0.5099,HDM,NO,HDZ,YES
362,1 -2 months,DWC,New,17,15.83,287.9,3785,0.6736,HDM,YES,HDZ,NO
363,More than 12 months,DWC,Recurrent,273,249.12,315.47,65831,0.5888,HDM,YES,HDZ,NO
364,1 -2 months,DWOC,New,202,101.06,232.76,34553,0.7843,HDM,YES,HDZ,NO
365,3 - 6 months,DWC,Recurrent,132,72.48,209.89,21667,0.6166,LDM,NO,HDZ,NO
366,1 -2 months,DWC,Recurrent,8,20.07,362.39,2868,0.7236,HDM,NO,LDZ,NO
367,1 -2 months,DWC,Recurrent,34,21.03,245.56,6086,0.68,HDM,NO,HDZ,NO
368,3 - 6 months,DWC,Recurrent,55,37.48,312.98,13131,0.7787,HDM,NO,HDZ,NO
369,1 -2 months,DWC,Recurrent,275,221.87,178.87,43501,0.5027,HDM,NO,HDZ,NO
370,7-12 months,DWC,Recurrent,3,3.64,156.43,337,0.1879,HDM,NO,HDZ,NO
371,7-12 months,DWC,Reactivated,21,21.86,148.31,2563,0.3513,HDM,NO,HDZ,NO
372,7-12 months,DWC,Recurrent,60,46.83,348.58,15482,0.81,HDM,YES,HDZ,NO
373,1 -2 months,DWC,New,1,1.32,180.77,173,0.3549,HDM,NO,LDZ,NO
374,3 - 6 months,DWC,Recurrent,99,59.93,217.47,20656,0.7437,HDM,NO,HDZ,YES
375,3 - 6 months,DWC,Recurrent,91,62.04,242.05,19223,0.643,HDM,NO,LDZ,NO
376,7-12 months,DWC,Recurrent,171,135.35,236.37,29563,0.5463,LDM,NO,HDZ,NO
377,7-12 months,DWC,Recurrent,7,4.33,232.25,1210,0.7967,HDM,NO,HDZ,NO
378,3 - 6 months,DWC,Reactivated,3,1.1,179.72,394,0.6664,LDM,NO,HDZ,YES
379,7-12 months,DWC,Reactivated,4,2.92,241.28,700,0.5846,LDM,NO,HDZ,YES
380,1 -2 months,DWC,New,10,12.31,251.83,2419,0.3722,HDM,NO,LDZ,YES
381,7-12 months,DWC,Reactivated,62,43.44,256.06,11703,0.7459,HDM,NO,HDZ,NO
382,More than 12 months,DWC,Reactivated,1,2.78,757.5,573,0.2141,HDM,NO,HDZ,YES
383,3 - 6 months,DWC,Recurrent,88,51.64,326.43,21584,0.7094,HDM,YES,HDZ,NO
384,1 -2 months,DWC,New,7,9.32,265.71,1616,0.3602,HDM,NO,LDZ,YES
385,More than 12 months,DWC,Recurrent,276,195.79,310.92,65345,0.7413,HDM,YES,HDZ,NO
386,7-12 months,DWC,Recurrent,35,39.25,192.24,6076,0.6698,HDM,NO,LDZ,NO
387,7-12 months,DWC,Reactivated,9,5.87,382.54,2588,0.7277,HDM,NO,HDZ,YES
388,7-12 months,DWC,Recurrent,12,8.47,258.34,2268,0.569,HDM,NO,HDZ,YES
389,7-12 months,DWOC,Recurrent,285,123.44,226.25,46997,0.7356,HDM,NO,HDZ,NO
390,7-12 months,DWC,Recurrent,311,244.11,393.53,92223,0.736,HDM,YES,HDZ,NO
391,1 -2 months,DWC,New,3,3.35,154.01,382,0.5481,HDM,NO,HDZ,YES
392,3 - 6 months,DWC,Recurrent,21,13.13,251.47,3903,0.7802,HDM,NO,HDZ,NO
393,3 - 6 months,DWC,Recurrent,245,167.09,328.6,60703,0.8149,HDM,YES,HDZ,NO
394,7-12 months,DWC,Reactivated,4,2.39,202.7,582,0.4596,HDM,NO,HDZ,YES
395,3 - 6 months,DWC,Reactivated,1,2.42,79,76,0.0991,HDM,NO,LDZ,YES
396,1 -2 months,DWC,New,6,7.16,195.76,867,0.3369,HDM,NO,HDZ,NO
397,3 - 6 months,DWC,Recurrent,80,85.01,169.63,11470,0.3297,HDM,NO,LDZ,NO
398,7-12 months,DWC,Recurrent,203,159.43,240.75,42813,0.6647,HDM,NO,HDZ,NO
399,7-12 months,DWC,Recurrent,384,236.25,203.63,58114,0.6735,HDM,NO,HDZ,NO
400,3 - 6 months,DWC,Recurrent,12,10.7,163.25,1872,0.4576,HDM,NO,LDZ,YES
401,3 - 6 months,DWC,Recurrent,187,111.35,254.17,34810,0.6973,HDM,NO,HDZ,NO
402,More than 12 months,DWC,Reactivated,28,31.37,262.2,5605,0.3939,LDM,NO,HDZ,NO
403,More than 12 months,DWC,Recurrent,93,60.99,302.27,21170,0.7985,HDM,YES,HDZ,NO
404,7-12 months,DWC,Recurrent,108,60.53,299.88,23891,0.6858,LDM,YES,HDZ,NO
405,3 - 6 months,DWC,Reactivated,9,6.24,215.68,1412,0.6792,HDM,NO,HDZ,NO
406,More than 12 months,DWC,Recurrent,1,0.89,247.21,177,0.4407,HDM,NO,HDZ,YES
407,7-12 months,DWC,Recurrent,3,1.37,138,396,0.8645,HDM,NO,LDZ,NO
408,7-12 months,DWC,Recurrent,136,80.59,277.67,27562,0.7403,HDM,NO,HDZ,NO
409,7-12 months,DWC,Recurrent,310,186.73,259.19,59075,0.7336,HDM,NO,HDZ,NO
410,3 - 6 months,DWC,Recurrent,219,121.32,266.25,42539,0.7915,HDM,YES,HDZ,NO
411,1 -2 months,DWC,New,6,3.76,86.39,482,0.6736,HDM,NO,HDZ,YES
412,1 -2 months,DWC,New,1,11.47,196.1,188,0.1691,HDM,NO,LDZ,YES
413,7-12 months,DWC,Recurrent,40,34.04,258.08,7797,0.6548,HDM,NO,HDZ,NO
414,1 -2 months,DWOC,New,167,86.51,278.27,34299,0.8093,HDM,YES,HDZ,NO
415,3 - 6 months,DWC,Reactivated,13,8.68,256.13,2390,0.7618,HDM,NO,HDZ,NO
416,More than 12 months,DWC,Recurrent,313,252.72,398.23,93837,0.5839,HDM,YES,HDZ,NO
417,7-12 months,DWC,Recurrent,236,151.7,334.2,60020,0.7923,HDM,YES,HDZ,NO
418,1 -2 months,DWC,Recurrent,19,7.7,69.06,1258,0.4846,HDM,NO,LDZ,YES
419,3 - 6 months,DWC,Recurrent,125,71.92,265.81,24490,0.7728,HDM,YES,HDZ,NO
420,1 -2 months,DWOC,Recurrent,261,168.62,260.44,51462,0.7452,HDM,YES,HDZ,YES
421,More than 12 months,DWC,Reactivated,2,1.13,296.02,432,0.7229,HDM,NO,HDZ,YES
422,More than 12 months,DWC,Recurrent,173,154,381.22,48571,0.6415,HDM,YES,HDZ,NO
423,7-12 months,DWC,Recurrent,22,10.94,308.56,4995,0.8282,HDM,YES,HDZ,NO
424,1 -2 months,DWC,Recurrent,199,105.72,184.42,35232,0.6927,HDM,NO,HDZ,NO
425,3 - 6 months,DWOC,Recurrent,422,252.47,287.53,89206,0.8399,HDM,YES,HDZ,NO
426,More than 12 months,DWC,Recurrent,178,126.91,248.9,32440,0.6537,HDM,NO,HDZ,NO
427,1 -2 months,DWC,Recurrent,103,161.69,131.84,12481,0.2244,HDM,NO,LDZ,NO
428,1 -2 months,DWC,New,11,9.51,117.79,972,0.3903,LDM,NO,HDZ,YES
429,More than 12 months,DWC,Recurrent,9,5.06,215.23,1512,0.7173,HDM,NO,HDZ,YES
430,1 -2 months,DWC,New,1,1.4,106,101,0.1861,HDM,NO,LDZ,YES
431,7-12 months,DWC,Recurrent,300,138.39,222.71,48880,0.8108,HDM,YES,HDZ,NO
432,More than 12 months,DWC,Recurrent,73,47.36,278.7,16020,0.7319,HDM,YES,HDZ,NO
433,1 -2 months,DWC,New,2,5.82,289.08,531,0.2014,HDM,NO,LDZ,YES
434,7-12 months,DWC,Recurrent,313,220.44,294.53,69332,0.7466,HDM,YES,HDZ,NO
435,1 -2 months,DWC,New,1,1.05,163.14,157,0.3789,HDM,NO,HDZ,NO
436,More than 12 months,DWC,Recurrent,30,27.89,462.26,10411,0.7981,HDM,YES,HDZ,NO
437,7-12 months,DWC,Recurrent,115,231.16,989.63,85148,0.4956,HDM,YES,HDZ,NO
438,1 -2 months,DWC,New,1,0.71,120.5,87,0.5514,HDM,NO,LDZ,NO
439,3 - 6 months,DWOC,Recurrent,90,53.25,228.53,15462,0.6033,HDM,YES,HDZ,YES
440,7-12 months,DWC,Reactivated,1,3.41,114.95,83,0.072,HDM,NO,LDZ,YES
441,3 - 6 months,DWC,Recurrent,279,173.87,261.78,56694,0.7697,HDM,YES,HDZ,NO
442,7-12 months,DWC,Recurrent,23,11.14,231.59,3884,0.8057,HDM,NO,HDZ,YES
443,3 - 6 months,DWC,Recurrent,160,89.84,259.86,30137,0.6267,LDM,NO,HDZ,NO
444,More than 12 months,DWC,Recurrent,141,80.96,275.44,28737,0.7391,LDM,YES,HDZ,NO
445,7-12 months,DWC,Recurrent,166,119.77,339.64,43129,0.7596,HDM,YES,HDZ,NO
446,7-12 months,DWC,Recurrent,101,47.41,247.41,18391,0.7463,HDM,NO,HDZ,NO
447,More than 12 months,DWC,Recurrent,90,61.03,272.23,19039,0.7423,HDM,YES,HDZ,NO
448,1 -2 months,DWC,New,6,2.78,219.66,946,0.9633,HDM,NO,HDZ,NO
449,More than 12 months,DWC,Recurrent,2,2.17,860.22,1300,0.7349,HDM,NO,HDZ,YES
450,More than 12 months,DWC,Recurrent,187,130.27,304.6,42956,0.7271,HDM,YES,HDZ,NO
451,7-12 months,DWC,Recurrent,343,247.18,329.19,87576,0.7049,HDM,YES,HDZ,NO
452,7-12 months,DWC,Recurrent,104,65.94,266.93,21473,0.7349,HDM,YES,HDZ,NO
453,1 -2 months,DWOC,New,62,34.37,228.06,10488,0.7029,HDM,NO,HDZ,YES
454,1 -2 months,DWC,Recurrent,130,84.44,307.32,29751,0.8032,HDM,YES,HDZ,NO
455,More than 12 months,DWC,Recurrent,136,66.05,226.16,22647,0.7273,HDM,NO,HDZ,NO
456,1 -2 months,DWC,New,12,26.57,189.58,2018,0.215,LDM,NO,LDZ,YES
457,3 - 6 months,DWC,Reactivated,4,2.36,241.75,694,0.7811,HDM,NO,HDZ,YES
458,More than 12 months,DWC,Recurrent,239,136.55,274.29,49979,0.7819,HDM,YES,HDZ,NO
459,More than 12 months,DWC,Recurrent,194,149.29,388.3,55836,0.6156,HDM,YES,HDZ,NO
460,1 -2 months,DWC,Recurrent,4,2.65,368.42,1112,0.6826,LDM,NO,HDZ,NO
461,3 - 6 months,DWC,Reactivated,19,20.52,305.16,4234,0.5079,HDM,NO,HDZ,NO
462,1 -2 months,DWOC,Recurrent,202,140.83,243.39,36768,0.6404,HDM,YES,HDZ,YES
463,3 - 6 months,DWC,Recurrent,2,2.02,382.09,548,0.4316,HDM,NO,HDZ,NO
464,1 -2 months,DWOC,Recurrent,56,33.81,221.87,9280,0.8371,HDM,YES,HDZ,YES
465,3 - 6 months,DWOC,Recurrent,264,230.37,346.53,69838,0.6492,HDM,YES,HDZ,NO
466,1 -2 months,DWC,New,3,8.6,203.87,589,0.1947,HDM,NO,LDZ,YES
467,More than 12 months,DWC,Recurrent,267,142.04,303.23,59530,0.7471,LDM,YES,HDZ,NO
468,3 - 6 months,DWC,Recurrent,103,89.98,311.88,25483,0.6301,HDM,NO,HDZ,NO
469,1 -2 months,DWOC,Recurrent,146,100.52,280.86,31249,0.7576,HDM,YES,HDZ,NO
470,More than 12 months,DWC,Recurrent,183,114.42,302.97,40945,0.7691,HDM,YES,HDZ,NO
471,7-12 months,DWC,Recurrent,161,104.43,262.72,34378,0.7572,HDM,NO,HDZ,NO
472,7-12 months,DWC,Recurrent,159,117.97,275.71,32121,0.7484,HDM,YES,HDZ,NO
473,1 -2 months,DWC,Recurrent,91,71.58,204.86,15908,0.5225,HDM,NO,HDZ,NO
474,7-12 months,DWC,Recurrent,2,1.25,320.06,465,0.8647,HDM,NO,LDZ,NO
475,More than 12 months,DWC,Recurrent,100,98.17,441.8,33692,0.7086,HDM,YES,HDZ,NO
476,More than 12 months,DWC,Recurrent,205,195.86,485.09,74502,0.6353,HDM,YES,HDZ,NO
477,7-12 months,DWC,Recurrent,176,92.61,261.02,33391,0.8087,HDM,NO,HDZ,NO
478,3 - 6 months,DWC,Recurrent,184,130.65,273.49,39457,0.7387,HDM,NO,HDZ,NO
479,3 - 6 months,DWC,Recurrent,111,79.08,298.36,24527,0.7838,HDM,YES,HDZ,NO
480,7-12 months,DWC,Recurrent,122,83.11,254.46,23000,0.7117,HDM,YES,HDZ,NO
481,3 - 6 months,DWC,Recurrent,45,36.4,205.63,8704,0.5489,LDM,NO,LDZ,NO
482,3 - 6 months,DWC,Recurrent,1,0.67,683.98,515,0.9595,LDM,NO,HDZ,YES
483,1 -2 months,DWC,New,1,1.68,401.87,385,0.5816,HDM,NO,HDZ,YES
484,7-12 months,DWC,Recurrent,35,24.05,347.14,8869,0.8128,HDM,YES,HDZ,NO
485,1 -2 months,DWC,New,11,5.38,210.7,1663,0.8886,HDM,NO,HDZ,NO
486,1 -2 months,DWC,Recurrent,3,2.73,123.22,354,0.5225,HDM,NO,LDZ,NO
487,7-12 months,DWC,Recurrent,198,106.86,267.04,39066,0.7617,HDM,YES,HDZ,NO
488,1 -2 months,DWC,New,7,5.8,203.78,1207,0.6813,HDM,NO,LDZ,NO
489,7-12 months,DWOC,Recurrent,258,131.22,258.23,49490,0.7011,HDM,NO,HDZ,YES
490,1 -2 months,DWC,New,4,1.93,159.71,516,0.7497,HDM,NO,HDZ,YES
491,7-12 months,DWC,Recurrent,199,161.16,318.82,51859,0.725,LDM,YES,HDZ,NO
492,7-12 months,DWC,Recurrent,147,93.03,296.8,33971,0.7495,HDM,YES,HDZ,NO
493,3 - 6 months,DWC,Recurrent,4,5.81,134.9,387,0.2463,HDM,NO,HDZ,NO
494,1 -2 months,DWC,Recurrent,13,19.93,150.17,1874,0.3187,HDM,NO,LDZ,YES
495,More than 12 months,DWC,Recurrent,62,44.54,314.5,16085,0.763,HDM,YES,HDZ,NO
496,7-12 months,DWC,Recurrent,197,135.98,243.14,36703,0.6505,HDM,NO,HDZ,NO
497,7-12 months,DWC,Recurrent,3,1.08,141.17,307,0.9017,LDM,NO,HDZ,YES
498,3 - 6 months,DWOC,Recurrent,28,46.38,451.48,10463,0.4707,HDM,YES,LDZ,NO
499,1 -2 months,DWC,New,18,8.84,186.37,2566,0.7927,HDM,NO,HDZ,NO
500,More than 12 months,DWC,Recurrent,138,168.47,920.28,95314,0.7184,LDM,YES,HDZ,NO
501,7-12 months,DWOC,Recurrent,446,229.63,268.05,88691,0.699,LDM,YES,HDZ,NO
502,3 - 6 months,DWC,Recurrent,57,55.2,255.04,12805,0.606,HDM,NO,LDZ,YES
503,More than 12 months,DWC,Recurrent,138,96.6,303.59,30754,0.7715,HDM,YES,HDZ,NO
504,7-12 months,DWC,Recurrent,24,14.02,258.83,4502,0.8247,HDM,NO,HDZ,NO
505,1 -2 months,DWC,New,86,78.78,191.46,13530,0.4635,HDM,NO,HDZ,NO
506,7-12 months,DWC,Recurrent,117,110.62,336.12,33925,0.7118,HDM,YES,LDZ,NO
507,3 - 6 months,DWC,Recurrent,89,50.08,240.03,15575,0.7142,HDM,NO,HDZ,NO
508,1 -2 months,DWC,New,43,43.49,251.71,8464,0.5234,HDM,NO,HDZ,NO
509,3 - 6 months,DWC,Recurrent,195,119.97,240.99,35546,0.6548,LDM,NO,HDZ,NO
510,7-12 months,DWC,Recurrent,13,11.15,163.64,1644,0.327,HDM,NO,HDZ,NO
511,7-12 months,DWC,Recurrent,284,160.9,261.83,54749,0.7309,HDM,YES,HDZ,NO
512,3 - 6 months,DWC,Recurrent,130,103.66,196.18,24422,0.6243,HDM,NO,HDZ,NO
513,7-12 months,DWC,Reactivated,6,4.76,205.62,962,0.6325,HDM,NO,HDZ,YES
514,1 -2 months,DWC,New,4,7.06,223.21,854,0.3103,HDM,NO,HDZ,YES
515,1 -2 months,DWC,New,65,55.23,232.75,14150,0.5814,HDM,NO,HDZ,YES
516,1 -2 months,DWC,New,6,8.89,155.63,674,0.2078,HDM,NO,HDZ,NO
517,7-12 months,DWC,Recurrent,488,242.25,268.9,97637,0.7578,HDM,YES,HDZ,NO
518,3 - 6 months,DWC,Recurrent,197,188.94,379.39,55185,0.6022,HDM,YES,HDZ,NO
519,More than 12 months,DWC,Recurrent,214,160.25,337.12,54338,0.7443,HDM,YES,HDZ,NO
520,More than 12 months,DWC,Recurrent,312,207.91,294.26,70361,0.7996,HDM,YES,HDZ,NO
521,3 - 6 months,DWC,Recurrent,41,44.89,293.28,8807,0.3581,LDM,NO,HDZ,NO
522,More than 12 months,DWC,Recurrent,16,21.61,191.35,2919,0.3907,HDM,NO,HDZ,YES
523,1 -2 months,DWC,New,34,29.05,178.56,5742,0.4667,HDM,NO,LDZ,YES
524,7-12 months,DWC,Recurrent,23,37.73,239.3,4475,0.3343,HDM,NO,HDZ,NO
525,More than 12 months,DWOC,Recurrent,288,194.86,319.6,69297,0.771,HDM,YES,HDZ,NO
526,7-12 months,DWC,Recurrent,114,84.35,294.53,25380,0.7178,HDM,YES,HDZ,NO
527,1 -2 months,DWC,New,89,68.88,179.94,15178,0.5872,HDM,NO,LDZ,NO
528,7-12 months,DWC,Recurrent,123,74.41,266.83,24271,0.838,HDM,YES,HDZ,NO
529,1 -2 months,DWC,Recurrent,34,25.09,179.9,4614,0.5157,HDM,NO,HDZ,NO
530,1 -2 months,DWC,Recurrent,1,0.74,114.85,110,0.375,HDM,NO,LDZ,YES
531,7-12 months,DWC,Recurrent,199,136.47,313.4,46884,0.8291,HDM,YES,HDZ,NO
532,3 - 6 months,DWC,Recurrent,29,20.56,269.66,6406,0.4975,HDM,NO,HDZ,YES
533,3 - 6 months,DWC,Recurrent,153,103.43,210.57,24768,0.5903,HDM,NO,HDZ,NO
534,More than 12 months,DWC,Recurrent,190,145.12,281.89,41954,0.7627,HDM,YES,HDZ,NO
535,1 -2 months,DWC,Recurrent,84,52.81,187.09,13816,0.6051,HDM,NO,LDZ,NO
536,1 -2 months,DWC,New,5,4.78,136.38,578,0.4698,HDM,NO,LDZ,NO
537,3 - 6 months,DWC,Recurrent,229,131.08,234.27,39093,0.724,HDM,NO,HDZ,NO
538,1 -2 months,DWC,New,3,3.2,197.92,646,0.45,HDM,NO,LDZ,NO
539,7-12 months,DWC,Recurrent,191,113.79,246.29,34993,0.6946,HDM,NO,HDZ,NO
540,7-12 months,DWC,Recurrent,52,26.11,213.48,8571,0.6095,LDM,NO,HDZ,NO
541,3 - 6 months,DWC,Recurrent,275,160.06,280.48,58223,0.7706,HDM,YES,HDZ,NO
542,3 - 6 months,DWC,Recurrent,184,115.04,269.58,36740,0.7067,HDM,NO,HDZ,NO
543,3 - 6 months,DWC,Recurrent,57,41.51,164.92,8630,0.4155,HDM,NO,HDZ,NO
544,More than 12 months,DWC,Recurrent,262,148.3,290.61,56185,0.7731,HDM,YES,HDZ,NO
